current_attendance,total_classes,attended,needed_classes
84.78260869565217,92,78,0
80.46875,128,103,0
92.5925925925926,81,75,0
51.515151515151516,33,17,31
60.431654676258994,139,84,81
67.42424242424242,132,89,40
17.94871794871795,195,35,445
3.125,32,1,92
20.0,140,28,308
21.38364779874214,159,34,341
73.80952380952381,42,31,2
84.61538461538461,52,44,0
34.84848484848485,66,23,106
28.27586206896552,145,41,271
62.28070175438597,114,71,58
27.941176470588236,68,19,128
48.97959183673469,196,96,204
91.17647058823529,34,31,0
75.40983606557377,61,46,0
74.21875,128,95,4
25.274725274725274,91,23,181
29.213483146067414,89,26,163
74.82993197278913,147,110,1
23.837209302325583,172,41,352
11.11111111111111,36,4,92
86.16352201257862,159,137,0
85.03937007874016,127,108,0
32.69230769230769,104,34,176
71.83098591549296,71,51,9
98.0,50,49,0
40.476190476190474,42,17,58
52.197802197802204,182,95,166
30.434782608695656,69,21,123
68.52791878172589,197,135,51
11.409395973154362,149,17,379
21.705426356589147,129,28,275
50.0,148,74,148
37.01298701298701,154,57,234
90.9090909090909,11,10,0
30.319148936170215,188,57,336
64.51612903225806,31,20,13
58.69565217391305,92,54,60
16.9811320754717,106,18,246
9.243697478991598,119,11,313
95.65217391304348,184,176,0
35.483870967741936,155,55,245
89.65517241379311,116,104,0
62.76595744680851,94,59,46
64.44444444444444,45,29,19
38.28125,128,49,188
66.3265306122449,98,65,34
62.4,125,78,63
63.49206349206349,189,120,87
0.0,22,0,66
28.289473684210524,152,43,284
77.96610169491525,59,46,0
58.24175824175825,182,106,122
84.82758620689656,145,123,0
3.8461538461538463,52,2,148
80.0,10,8,0
5.027932960893855,179,9,501
50.0,198,99,198
30.136986301369863,146,44,262
37.58389261744966,149,56,223
27.27272727272727,11,3,21
86.48648648648648,74,64,0
81.48148148148148,81,66,0
17.647058823529413,34,6,78
64.32748538011695,171,110,73
98.14814814814815,54,53,0
0.7633587786259541,131,1,389
43.859649122807014,57,25,71
0.0,17,0,51
78.0701754385965,114,89,0
91.01796407185628,167,152,0
17.94871794871795,39,7,89
92.3076923076923,26,24,0
59.34065934065934,91,54,57
52.63157894736842,19,10,17
12.837837837837837,148,19,368
55.00000000000001,20,11,16
14.102564102564102,78,11,190
82.42424242424242,165,136,0
36.787564766839374,193,71,295
82.8125,128,106,0
61.111111111111114,144,88,80
75.0,100,75,0
3.3057851239669422,121,4,347
8.108108108108109,148,12,396
10.0,40,4,104
8.0,25,2,67
96.11650485436894,103,99,0
44.18604651162791,43,19,53
26.77165354330709,127,34,245
100.0,21,21,0
44.44444444444444,18,8,22
57.14285714285714,56,32,40
37.34177215189873,158,59,238
89.171974522293,157,140,0
5.699481865284974,193,11,535
23.076923076923077,13,3,27
70.64220183486239,109,77,19
16.853932584269664,89,15,207
71.35416666666666,192,137,28
25.153374233128833,163,41,325
60.46511627906976,86,52,50
2.083333333333333,192,4,560
71.68141592920354,113,81,15
71.42857142857143,35,25,5
80.0,10,8,0
94.44444444444444,18,17,0
59.74842767295597,159,95,97
57.14285714285714,91,52,65
77.21518987341773,79,61,0
11.29032258064516,124,14,316
100.0,113,113,0
91.7910447761194,134,123,0
25.0,104,26,208
70.1492537313433,67,47,13
28.57142857142857,56,16,104
18.404907975460123,163,30,369
7.608695652173914,184,14,496
50.56179775280899,89,45,87
0.0,84,0,252
61.32075471698113,106,65,58
45.56962025316456,79,36,93
60.824742268041234,97,59,55
17.582417582417584,91,16,209
51.05263157894737,190,97,182
2.1739130434782608,92,2,268
28.57142857142857,35,10,65
80.23255813953489,86,69,0
42.15686274509804,102,43,134
35.13513513513514,148,52,236
94.44444444444444,18,17,0
63.06818181818182,176,111,84
82.88288288288288,111,92,0
67.44186046511628,129,87,39
63.58695652173913,184,117,84
35.35911602209944,181,64,287
3.8834951456310676,103,4,293
18.367346938775512,49,9,111
72.88135593220339,118,86,10
95.1923076923077,104,99,0
21.73913043478261,138,30,294
19.148936170212767,188,36,420
8.0,75,6,201
3.896103896103896,77,3,219
33.33333333333333,57,19,95
20.603015075376884,199,41,433
79.1044776119403,67,53,0
0.0,65,0,195
97.87234042553192,47,46,0
35.714285714285715,56,20,88
29.239766081871345,171,50,313
52.0,25,13,23
81.81818181818183,110,90,0
85.71428571428571,21,18,0
83.8323353293413,167,140,0
75.90361445783132,166,126,0
86.81318681318682,91,79,0
42.34234234234234,111,47,145
17.307692307692307,104,18,240
37.765957446808514,188,71,280
60.0,20,12,12
14.736842105263156,190,28,458
83.33333333333334,90,75,0
51.798561151079134,139,72,129
27.67857142857143,112,31,212
84.84848484848484,33,28,0
69.6551724137931,145,101,31
7.5,40,3,108
56.00000000000001,25,14,19
31.25,16,5,28
31.775700934579437,107,34,185
31.70731707317073,123,39,213
26.13065326633166,199,52,389
14.444444444444443,90,13,218
22.857142857142858,105,24,219
20.207253886010363,193,39,423
65.41353383458647,133,87,51
54.54545454545454,88,48,72
85.36585365853658,41,35,0
62.1301775147929,169,105,87
3.7037037037037033,27,1,77
68.02325581395348,172,117,48
3.571428571428571,168,6,480
51.32743362831859,113,58,107
60.58394160583942,137,83,79
90.50632911392405,158,143,0
97.05882352941177,34,33,0
17.24137931034483,29,5,67
79.83193277310924,119,95,0
81.66666666666667,60,49,0
70.65217391304348,92,65,16
88.28125,128,113,0
83.33333333333334,18,15,0
51.181102362204726,127,65,121
3.7267080745341614,161,6,459
84.48275862068965,58,49,0
32.64248704663213,193,63,327
89.43089430894308,123,110,0
80.95238095238095,42,34,0
94.82758620689656,116,110,0
83.33333333333334,84,70,0
27.956989247311824,186,52,350
30.973451327433626,113,35,199
90.51094890510949,137,124,0
29.166666666666668,96,28,176
70.70063694267516,157,111,27
31.25,192,60,336
90.85365853658537,164,149,0
63.888888888888886,36,23,16
84.0,125,105,0
78.2258064516129,124,97,0
0.0,77,0,231
45.0,20,9,24
85.88235294117646,85,73,0
96.3302752293578,109,105,0
54.6875,128,70,104
63.04347826086957,138,87,66
87.3015873015873,63,55,0
80.0,15,12,0
14.857142857142858,175,26,421
66.92913385826772,127,85,41
26.285714285714285,175,46,341
90.09009009009009,111,100,0
75.38461538461539,65,49,0
69.73684210526315,152,106,32
29.411764705882355,68,20,124
69.67213114754098,122,85,26
31.428571428571427,35,11,61
99.44444444444444,180,179,0
65.11627906976744,86,56,34
86.58536585365853,82,71,0
82.46753246753246,154,127,0
60.16260162601627,123,74,73
6.417112299465241,187,12,513
64.20454545454545,176,113,76
16.551724137931036,145,24,339
8.333333333333332,132,11,352
50.36496350364964,137,69,135
55.55555555555556,18,10,14
96.55172413793103,145,140,0
8.771929824561402,114,10,302
6.923076923076923,130,9,354
36.61971830985916,71,26,109
86.36363636363636,198,171,0
5.263157894736842,38,2,106
43.65079365079365,126,55,158
22.22222222222222,27,6,57
32.972972972972975,185,61,311
9.75609756097561,41,4,107
20.0,40,8,88
53.03030303030303,198,105,174
96.7948717948718,156,151,0
100.0,13,13,0
52.63157894736842,19,10,17
85.48387096774194,62,53,0
86.4406779661017,118,102,0
45.88235294117647,85,39,99
28.49162011173184,179,51,333
49.61832061068702,131,65,133
50.0,138,69,138
63.07692307692307,195,123,93
65.18518518518519,135,88,53
77.77777777777779,18,14,0
15.053763440860216,93,14,223
37.368421052631575,190,71,286
2.0618556701030926,194,4,566
17.647058823529413,51,9,117
37.93103448275862,29,11,43
83.16831683168317,101,84,0
29.230769230769234,65,19,119
74.54545454545455,110,82,2
15.436241610738255,149,23,355
36.702127659574465,188,69,288
72.3076923076923,130,94,14
91.30434782608695,23,21,0
90.19607843137256,102,92,0
8.695652173913043,92,8,244
1.0638297872340425,94,1,278
25.888324873096447,197,51,387
85.80645161290322,155,133,0
14.906832298136646,161,24,387
6.896551724137931,29,2,79
7.07070707070707,198,14,538
10.76923076923077,130,14,334
60.78431372549019,51,31,29
15.068493150684931,73,11,175
72.38095238095238,105,76,11
93.33333333333333,30,28,0
12.5,16,2,40
75.0,52,39,0
97.95918367346938,196,192,0
67.5,120,81,36
15.873015873015872,63,10,149
3.816793893129771,131,5,373
58.97435897435898,39,23,25
67.24137931034483,174,117,54
66.01307189542483,153,101,55
29.411764705882355,17,5,31
49.57983193277311,119,59,121
46.15384615384615,26,12,30
33.90804597701149,174,59,286
34.87179487179487,195,68,313
21.73913043478261,92,20,196
79.16666666666666,48,38,0
12.903225806451612,93,12,231
7.8431372549019605,153,12,411
17.098445595854923,193,33,447
79.35483870967742,155,123,0
13.333333333333334,15,2,37
63.46153846153846,104,66,48
17.77777777777778,90,16,206
78.57142857142857,14,11,0
88.0,25,22,0
15.606936416184972,173,27,411
59.42028985507246,69,41,43
3.3333333333333335,30,1,86
0.0,47,0,141
68.68686868686868,99,68,25
2.547770700636943,157,4,455
0.0,36,0,108
85.0828729281768,181,154,0
85.1063829787234,47,40,0
7.777777777777778,90,7,242
37.857142857142854,140,53,208
82.80254777070064,157,130,0
87.87878787878788,99,87,0
80.68181818181817,88,71,0
96.8586387434555,191,185,0
57.065217391304344,184,105,132
79.24528301886792,159,126,0
42.30769230769231,78,33,102
27.071823204419886,181,49,347
88.23529411764706,17,15,0
67.47967479674797,123,83,37
28.272251308900525,191,54,357
13.333333333333334,15,2,37
17.67676767676768,198,35,454
69.56521739130434,46,32,10
31.25,48,15,84
39.31623931623932,117,46,167
7.462686567164178,134,10,362
81.41592920353983,113,92,0
84.72222222222221,72,61,0
17.989417989417987,189,34,431
5.072463768115942,138,7,386
83.6734693877551,147,123,0
41.55844155844156,77,32,103
20.0,55,11,121
28.57142857142857,21,6,39
62.5,48,30,24
33.33333333333333,54,18,90
41.37931034482759,29,12,39
83.75634517766497,197,165,0
15.254237288135593,59,9,141
9.821428571428571,112,11,292
29.333333333333332,150,44,274
64.73988439306359,173,112,71
63.934426229508205,61,39,27
8.333333333333332,168,14,448
90.625,32,29,0
94.36619718309859,71,67,0
74.19354838709677,124,92,4
82.6923076923077,52,43,0
47.61904761904761,63,30,69
40.0,120,48,168
3.3333333333333335,90,3,258
81.93548387096774,155,127,0
82.14285714285714,196,161,0
50.39370078740157,127,64,125
18.75,16,3,36
23.225806451612904,155,36,321
39.473684210526315,114,45,162
24.752475247524753,101,25,203
31.297709923664126,131,41,229
21.761658031088082,193,42,411
44.086021505376344,93,41,115
22.727272727272727,110,25,230
91.66666666666666,12,11,0
2.941176470588235,34,1,98
37.5,168,63,252
92.21556886227546,167,154,0
3.6363636363636362,110,4,314
45.45454545454545,99,45,117
50.0,110,55,110
90.44585987261146,157,142,0
97.1830985915493,71,69,0
97.2972972972973,111,108,0
38.73873873873874,111,43,161
60.0,140,84,84
0.0,127,0,381
77.09923664122137,131,101,0
16.455696202531644,79,13,185
46.666666666666664,45,21,51
88.23529411764706,17,15,0
3.8461538461538463,104,4,296
95.33333333333334,150,143,0
4.385964912280701,114,5,322
75.51020408163265,98,74,0
23.333333333333332,60,14,124
1.8181818181818181,165,3,483
52.51798561151079,139,73,125
66.66666666666666,144,96,48
69.6969696969697,198,138,42
10.16042780748663,187,19,485
75.0,188,141,0
24.242424242424242,33,8,67
17.532467532467532,154,27,354
39.743589743589745,78,31,110
9.210526315789473,76,7,200
8.24742268041237,194,16,518
0.8849557522123894,113,1,335
19.270833333333336,192,37,428
89.2156862745098,102,91,0
58.26771653543307,127,74,85
54.54545454545454,55,30,45
57.971014492753625,138,80,94
26.666666666666668,105,28,203
5.384615384615385,130,7,362
87.5,24,21,0
8.870967741935484,124,11,328
34.166666666666664,120,41,196
64.95726495726495,117,76,47
45.1219512195122,82,37,98
66.66666666666666,120,80,40
20.408163265306122,147,30,321
91.30434782608695,92,84,0
65.51724137931035,116,76,44
0.0,135,0,405
29.11392405063291,79,23,145
35.294117647058826,102,36,162
86.08695652173914,115,99,0
18.181818181818183,44,8,100
63.49206349206349,63,40,29
37.03703703703704,27,10,41
15.508021390374333,187,29,445
85.36585365853658,123,105,0
67.56756756756756,148,100,44
20.0,65,13,143
32.72727272727273,110,36,186
24.390243902439025,41,10,83
93.54838709677419,124,116,0
0.0,26,0,78
72.0,200,144,24
26.744186046511626,172,46,332
65.21739130434783,161,105,63
34.54545454545455,55,19,89
45.40816326530612,196,89,232
73.46938775510205,49,36,3
19.318181818181817,88,17,196
5.555555555555555,126,7,350
49.47916666666667,192,95,196
25.6,125,32,247
93.33333333333333,150,140,0
61.53846153846154,65,40,35
32.231404958677686,121,39,207
10.869565217391305,92,10,236
86.85714285714286,175,152,0
20.903954802259886,177,37,383
18.796992481203006,133,25,299
39.473684210526315,76,30,108
79.3103448275862,58,46,0
76.55172413793103,145,111,0
5.952380952380952,84,5,232
48.484848484848484,33,16,35
66.92913385826772,127,85,41
21.649484536082475,194,42,414
35.8974358974359,117,42,183
43.75,128,56,160
98.55072463768117,69,68,0
17.647058823529413,136,24,312
97.14285714285714,35,34,0
24.59016393442623,183,45,369
69.03225806451613,155,107,37
70.85427135678391,199,141,33
26.993865030674847,163,44,313
38.655462184873954,119,46,173
80.0,30,24,0
22.142857142857142,140,31,296
7.894736842105263,76,6,204
63.1578947368421,114,72,54
44.44444444444444,18,8,22
6.25,16,1,44
76.5625,64,49,0
57.28155339805825,103,59,73
8.333333333333332,24,2,64
14.64968152866242,157,23,379
35.32608695652174,184,65,292
58.415841584158414,101,59,67
62.878787878787875,132,83,64
70.45454545454545,88,62,16
57.49999999999999,200,115,140
87.5,16,14,0
82.35294117647058,119,98,0
94.77124183006535,153,145,0
76.92307692307693,13,10,0
92.5531914893617,188,174,0
61.038961038961034,77,47,43
8.670520231213873,173,15,459
20.23121387283237,173,35,379
69.35483870967742,62,43,14
18.181818181818183,11,2,25
46.0,50,23,58
51.26903553299492,197,101,187
63.934426229508205,61,39,27
80.10752688172043,186,149,0
40.298507462686565,67,27,93
26.666666666666668,15,4,29
25.396825396825395,126,32,250
72.54901960784314,51,37,5
97.22222222222221,36,35,0
28.57142857142857,14,4,26
77.35849056603774,106,82,0
85.71428571428571,14,12,0
94.39252336448598,107,101,0
33.84615384615385,65,22,107
52.12765957446809,94,49,86
57.89473684210527,19,11,13
88.1578947368421,152,134,0
23.577235772357724,123,29,253
14.0625,64,9,156
57.14285714285714,91,52,65
0.0,38,0,114
32.25806451612903,62,20,106
4.201680672268908,119,5,337
6.363636363636363,110,7,302
1.0416666666666665,96,1,284
75.81699346405229,153,116,0
22.666666666666664,75,17,157
54.347826086956516,46,25,38
54.93827160493827,162,89,130
45.67901234567901,81,37,95
9.345794392523365,107,10,281
12.631578947368421,190,24,474
80.64516129032258,62,50,0
29.09090909090909,55,16,101
21.52777777777778,144,31,308
97.16981132075472,106,103,0
21.62162162162162,37,8,79
57.798165137614674,109,63,75
51.94805194805194,154,80,142
15.483870967741936,155,24,369
68.42105263157895,38,26,10
38.56209150326798,153,59,223
17.307692307692307,52,9,120
86.23853211009175,109,94,0
98.34710743801654,121,119,0
15.267175572519085,131,20,313
21.08843537414966,147,31,317
73.98373983739837,123,91,5
58.730158730158735,189,111,123
18.333333333333332,120,22,272
78.43137254901961,51,40,0
20.72538860103627,193,40,419
69.23076923076923,26,18,6
82.35294117647058,17,14,0
28.57142857142857,196,56,364
50.0,16,8,16
84.28571428571429,140,118,0
76.92307692307693,13,10,0
77.27272727272727,110,85,0
14.871794871794872,195,29,469
41.39784946236559,186,77,250
73.74301675977654,179,132,9
58.38509316770186,161,94,107
33.33333333333333,180,60,300
52.20125786163522,159,83,145
60.46511627906976,129,78,75
75.54347826086956,184,139,0
23.214285714285715,112,26,232
42.5287356321839,87,37,113
2.7027027027027026,37,1,107
79.41176470588235,170,135,0
34.95145631067961,103,36,165
59.83606557377049,122,73,74
90.2439024390244,41,37,0
18.75,16,3,36
92.74611398963731,193,179,0
36.36363636363637,22,8,34
5.88235294117647,17,1,47
55.55555555555556,108,60,84
38.775510204081634,49,19,71
8.19672131147541,61,5,163
66.66666666666666,21,14,7
18.75,16,3,36
95.40229885057471,87,83,0
56.41025641025641,39,22,29
33.87096774193548,186,63,306
20.0,120,24,264
92.0,100,92,0
27.74566473988439,173,48,327
79.43262411347519,141,112,0
30.434782608695656,23,7,41
68.0,50,34,14
40.30612244897959,196,79,272
8.13953488372093,86,7,230
30.107526881720432,93,28,167
4.49438202247191,89,4,251
52.83018867924528,53,28,47
34.42622950819672,122,42,198
86.20689655172413,174,150,0
13.924050632911392,79,11,193
35.13513513513514,37,13,59
41.84782608695652,184,77,244
31.28205128205128,195,61,341
10.555555555555555,180,19,464
94.11764705882352,153,144,0
60.58394160583942,137,83,79
56.60377358490566,53,30,39
26.31578947368421,190,50,370
0.0,29,0,87
94.82758620689656,174,165,0
36.45833333333333,192,70,296
7.142857142857142,70,5,190
61.39240506329114,158,97,86
39.59390862944163,197,78,279
80.74534161490683,161,130,0
28.999999999999996,100,29,184
66.66666666666666,33,22,11
15.384615384615385,26,4,62
41.41414141414141,99,41,133
71.34146341463415,164,117,24
5.46448087431694,183,10,509
87.5,56,49,0
57.14285714285714,161,92,115
81.42857142857143,70,57,0
17.77777777777778,90,16,206
100.0,166,166,0
70.93023255813954,86,61,14
89.47368421052632,19,17,0
19.0,100,19,224
23.931623931623932,117,28,239
13.422818791946309,149,20,367
49.45054945054945,182,90,186
46.875,32,15,36
30.76923076923077,13,4,23
25.0,164,41,328
23.18840579710145,138,32,286
42.25352112676056,71,30,93
21.978021978021978,91,20,193
51.02040816326531,49,25,47
60.29411764705882,68,41,40
88.23529411764706,51,45,0
0.7575757575757576,132,1,392
72.0,125,90,15
90.0,50,45,0
83.05084745762711,118,98,0
34.48275862068966,29,10,47
92.7710843373494,83,77,0
41.0,200,82,272
14.285714285714285,175,25,425
49.31506849315068,73,36,75
93.44262295081968,122,114,0
64.51612903225806,62,40,26
58.333333333333336,36,21,24
66.0377358490566,53,35,19
53.2967032967033,182,97,158
9.937888198757763,161,16,419
83.8150289017341,173,145,0
40.0,20,8,28
26.76056338028169,71,19,137
18.96551724137931,174,33,390
54.08163265306123,196,106,164
0.0,10,0,30
34.04255319148936,141,48,231
79.41176470588235,136,108,0
60.57692307692307,104,63,60
3.2520325203252036,123,4,353
77.5,40,31,0
67.27272727272727,55,37,17
2.094240837696335,191,4,557
97.86096256684492,187,183,0
43.80952380952381,105,46,131
77.38095238095238,84,65,0
52.02312138728323,173,90,159
57.04225352112676,142,81,102
76.81159420289855,69,53,0
83.60655737704919,61,51,0
25.301204819277107,83,21,165
16.27906976744186,43,7,101
81.70731707317073,164,134,0
33.33333333333333,15,5,25
94.28571428571428,175,165,0
25.71428571428571,105,27,207
65.4320987654321,81,53,31
97.72727272727273,132,129,0
92.40506329113924,79,73,0
13.095238095238097,84,11,208
9.289617486338798,183,17,481
82.05128205128204,156,128,0
75.22123893805309,113,85,0
75.25773195876289,97,73,0
84.7457627118644,118,100,0
14.393939393939394,132,19,320
60.86956521739131,23,14,13
49.122807017543856,114,56,118
36.51685393258427,178,65,274
57.14285714285714,77,44,55
90.9090909090909,22,20,0
15.463917525773196,97,15,231
66.29213483146067,89,59,31
12.878787878787879,132,17,328
62.637362637362635,91,57,45
16.666666666666664,36,6,84
24.0,125,30,255
21.49532710280374,107,23,229
16.56804733727811,169,28,395
61.29032258064516,31,19,17
70.66666666666667,75,53,13
26.060606060606062,165,43,323
6.5,200,13,548
87.59124087591242,137,120,0
72.72727272727273,11,8,1
10.919540229885058,174,19,446
96.05263157894737,152,146,0
8.695652173913043,23,2,61
50.617283950617285,81,41,79
16.666666666666664,24,4,56
54.93827160493827,162,89,130
11.818181818181818,110,13,278
65.75342465753424,73,48,27
16.071428571428573,168,27,396
89.60000000000001,125,112,0
86.66666666666667,45,39,0
36.36363636363637,11,4,17
18.79194630872483,149,28,335
37.93103448275862,29,11,43
28.07017543859649,171,48,321
42.42424242424242,198,84,258
65.74074074074075,108,71,40
94.07407407407408,135,127,0
28.000000000000004,25,7,47
36.15384615384615,130,47,202
50.71428571428571,140,71,136
74.01574803149606,127,94,5
4.23728813559322,118,5,334
64.19753086419753,81,52,35
22.916666666666664,192,44,400
54.71698113207547,53,29,43
38.02083333333333,192,73,284
0.0,102,0,306
64.51612903225806,31,20,13
12.087912087912088,91,11,229
7.6923076923076925,182,14,490
44.18604651162791,43,19,53
90.42553191489363,94,85,0
64.95726495726495,117,76,47
58.95953757225434,173,102,111
87.17948717948718,78,68,0
54.83870967741935,31,17,25
56.09756097560976,82,46,62
80.51948051948052,77,62,0
78.62595419847328,131,103,0
6.8181818181818175,132,9,360
94.0828402366864,169,159,0
76.53061224489795,98,75,0
8.333333333333332,84,7,224
50.35971223021583,139,70,137
80.8641975308642,162,131,0
44.85981308411215,107,48,129
3.8461538461538463,26,1,74
42.30769230769231,26,11,34
26.76056338028169,71,19,137
50.0,98,49,98
0.0,28,0,84
27.358490566037734,106,29,202
66.11111111111111,180,119,64
64.61538461538461,130,84,54
90.67796610169492,118,107,0
8.75,160,14,424
21.428571428571427,14,3,30
91.02564102564102,156,142,0
32.857142857142854,140,46,236
16.129032258064516,31,5,73
59.70149253731343,67,40,41
37.878787878787875,198,75,294
45.0,20,9,24
53.79310344827586,145,78,123
77.04081632653062,196,151,0
70.58823529411765,34,24,6
45.32374100719424,139,63,165
96.03960396039604,101,97,0
90.20979020979021,143,129,0
9.523809523809524,42,4,110
95.91836734693877,147,141,0
15.384615384615385,78,12,186
96.0,25,24,0
93.05555555555556,72,67,0
88.46153846153845,52,46,0
6.896551724137931,174,12,474
97.19101123595506,178,173,0
43.11377245508982,167,72,213
10.493827160493826,162,17,418
11.940298507462686,67,8,169
15.853658536585366,82,13,194
70.37037037037037,108,76,20
50.0,130,65,130
52.32558139534884,86,45,78
57.36842105263158,190,109,134
83.33333333333334,18,15,0
17.93103448275862,145,26,331
17.1875,64,11,148
14.782608695652174,115,17,277
47.61904761904761,189,90,207
2.1739130434782608,46,1,134
48.18181818181818,110,53,118
11.242603550295858,169,19,431
12.0,50,6,126
71.11111111111111,180,128,28
6.358381502890173,173,11,475
18.181818181818183,77,14,175
3.546099290780142,141,5,403
72.52747252747253,91,66,9
88.60103626943005,193,171,0
37.244897959183675,196,73,296
77.14285714285715,70,54,0
1.5267175572519083,131,2,385
46.111111111111114,180,83,208
77.4869109947644,191,148,0
39.08045977011494,87,34,125
12.62135922330097,103,13,257
59.25925925925925,27,16,17
34.92063492063492,63,22,101
39.56043956043956,91,36,129
70.32967032967034,91,64,17
72.22222222222221,36,26,4
4.635761589403973,151,7,425
37.86407766990291,103,39,153
61.29032258064516,93,57,51
43.956043956043956,91,40,113
52.066115702479344,121,63,111
96.5909090909091,88,85,0
18.0,50,9,114
6.666666666666667,45,3,123
56.09756097560976,41,23,31
98.71794871794873,78,77,0
86.4,125,108,0
82.14285714285714,56,46,0
37.80487804878049,164,62,244
17.441860465116278,86,15,198
40.21164021164021,189,76,263
13.88888888888889,144,20,352
60.0,45,27,27
71.15384615384616,52,37,8
42.5,40,17,52
94.21487603305785,121,114,0
32.631578947368425,95,31,161
62.77777777777778,180,113,88
82.4742268041237,194,160,0
2.6490066225165565,151,4,437
77.60416666666666,192,149,0
52.38095238095239,21,11,19
48.10126582278481,79,38,85
0.0,142,0,426
88.88888888888889,18,16,0
22.137404580152673,131,29,277
66.17647058823529,68,45,24
93.10344827586206,116,108,0
62.676056338028175,142,89,70
87.5,96,84,0
13.559322033898304,59,8,145
34.57943925233645,107,37,173
8.571428571428571,35,3,93
1.639344262295082,61,1,179
71.76470588235294,170,122,22
63.1578947368421,76,48,36
22.0,50,11,106
35.03649635036496,137,48,219
12.5,200,25,500
75.60975609756098,82,62,0
51.162790697674424,43,22,41
9.375,32,3,84
30.136986301369863,73,22,131
96.93877551020408,98,95,0
67.5,40,27,12
58.27338129496403,139,81,93
27.450980392156865,51,14,97
59.45945945945946,37,22,23
79.25925925925927,135,107,0
68.75,16,11,4
66.07142857142857,112,74,40
78.125,128,100,0
22.22222222222222,27,6,57
3.8834951456310676,103,4,293
68.91891891891892,74,51,18
70.3125,64,45,12
53.84615384615385,13,7,11
0.0,92,0,276
2.307692307692308,130,3,378
52.17391304347826,23,12,21
89.9497487437186,199,179,0
54.54545454545454,33,18,27
43.13725490196079,51,22,65
82.35294117647058,17,14,0
14.102564102564102,78,11,190
25.257731958762886,194,49,386
60.29411764705882,68,41,40
90.9090909090909,44,40,0
50.0,14,7,14
0.0,30,0,90
34.285714285714285,70,24,114
20.689655172413794,58,12,126
46.043165467625904,139,64,161
40.7035175879397,199,81,273
58.82352941176471,17,10,11
10.9375,128,14,328
45.65217391304348,138,63,162
19.230769230769234,156,30,348
100.0,93,93,0
11.76470588235294,17,2,43
17.177914110429448,163,28,377
67.5,200,135,60
5.405405405405405,111,6,309
82.35294117647058,68,56,0
28.484848484848484,165,47,307
48.95104895104895,143,70,149
69.56521739130434,23,16,5
95.0,20,19,0
87.82051282051282,156,137,0
21.0,200,42,432
0.0,27,0,81
27.522935779816514,109,30,207
71.42857142857143,105,75,15
76.14678899082568,109,83,0
37.5,40,15,60
25.49019607843137,102,26,202
17.94871794871795,39,7,89
93.54838709677419,31,29,0
81.03448275862068,58,47,0
93.65079365079364,63,59,0
42.97520661157025,121,52,155
32.6530612244898,196,64,332
15.760869565217392,184,29,436
88.38383838383838,198,175,0
78.43137254901961,102,80,0
27.027027027027028,37,10,71
75.0,64,48,0
55.73770491803278,183,102,141
5.263157894736842,19,1,53
57.98816568047337,169,98,115
67.74193548387096,62,42,18
100.0,66,66,0
63.41463414634146,41,26,19
41.47727272727273,176,73,236
84.84848484848484,33,28,0
69.1358024691358,81,56,19
15.0,80,12,192
47.2972972972973,74,35,82
31.132075471698112,106,33,186
20.253164556962027,79,16,173
61.29032258064516,62,38,34
58.92857142857143,56,33,36
27.27272727272727,154,42,294
83.22147651006712,149,124,0
79.26829268292683,82,65,0
73.33333333333333,15,11,1
10.606060606060606,66,7,170
57.14285714285714,133,76,95
85.07462686567165,134,114,0
43.20987654320987,81,35,103
75.86206896551724,29,22,0
85.36585365853658,41,35,0
74.86910994764398,191,143,1
71.95121951219512,82,59,10
64.1025641025641,195,125,85
36.904761904761905,84,31,128
23.728813559322035,118,28,242
39.53488372093023,129,51,183
97.19101123595506,178,173,0
72.07207207207207,111,80,13
92.25806451612904,155,143,0
97.47899159663865,119,116,0
37.967914438502675,187,71,277
78.2051282051282,156,122,0
36.36363636363637,11,4,17
71.72413793103448,145,104,19
91.30434782608695,23,21,0
75.9493670886076,158,120,0
95.23809523809523,189,180,0
75.75757575757575,198,150,0
93.22033898305084,177,165,0
57.80346820809249,173,100,119
28.57142857142857,154,44,286
64.63414634146342,82,53,34
16.049382716049383,81,13,191
4.516129032258064,155,7,437
52.94117647058824,102,54,90
48.38709677419355,93,45,99
29.746835443037973,158,47,286
55.55555555555556,18,10,14
65.46762589928058,139,91,53
63.04347826086957,46,29,22
56.353591160220994,181,102,135
6.666666666666667,30,2,82
64.23841059602648,151,97,65
78.84615384615384,104,82,0
56.209150326797385,153,86,115
58.0246913580247,81,47,55
49.122807017543856,114,56,118
71.06598984771574,197,140,31
67.3202614379085,153,103,47
15.0,20,3,48
47.72727272727273,132,63,144
96.61016949152543,59,57,0
98.76543209876543,81,80,0
88.40579710144928,69,61,0
57.74647887323944,142,82,98
94.44444444444444,72,68,0
61.81818181818181,55,34,29
72.41379310344827,29,21,3
76.40449438202246,178,136,0
14.492753623188406,69,10,167
31.11111111111111,45,14,79
55.42168674698795,83,46,65
86.27450980392157,51,44,0
45.18072289156627,166,75,198
14.814814814814813,27,4,65
38.372093023255815,172,66,252
34.54545454545455,55,19,89
51.26582278481012,158,81,150
6.428571428571428,140,9,384
42.857142857142854,28,12,36
100.0,91,91,0
63.10679611650486,103,65,49
66.85082872928176,181,121,59
54.63917525773196,194,106,158
54.02298850574713,87,47,73
45.45454545454545,143,65,169
